"","ordinal","species","in6","in5","in4","in3","in2","in1","total","year","site","period","sjy","dd","dd_sum","cdd_sum","cdd_sumfall","DI","per","elev","siteyear","Tmean","cdd_seas","Cdd_siteave","Cdd_july_siteave","species.lab","spsiteyear","doy_adult","gdd_adult"
"3214",208,"Melanoplus packardii",25,7,3,0,0,0,35,"2006","B1","resurvey","B1_208_2006",5.75057389952207,5.75057389952207,415.909743599686,415.909743599686,5.62857142857143,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,NA,"B12006Melanoplus packardii",203,365.247147343224
"3215",216,"Melanoplus packardii",37,2,1,0,0,0,40,"2006","B1","resurvey","B1_216_2006",6.47523723885955,6.47523723885955,472.914568303904,472.914568303904,5.9,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,NA,"B12006Melanoplus packardii",203,365.247147343224
"3216",223,"Melanoplus packardii",48,0,0,0,0,0,48,"2006","B1","resurvey","B1_223_2006",8.535,8.535,523.487107065601,523.487107065601,6,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,NA,"B12006Melanoplus packardii",203,365.247147343224
"3217",230,"Melanoplus packardii",40,1,0,0,0,0,41,"2006","B1","resurvey","B1_230_2006",4.10134307540654,4.10134307540654,557.751569258215,557.751569258215,5.97560975609756,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,NA,"B12006Melanoplus packardii",203,365.247147343224
"3218",237,"Melanoplus packardii",42,1,1,0,0,0,44,"2006","B1","resurvey","B1_237_2006",3.10576830945385,3.10576830945385,595.349737767702,595.349737767702,5.93181818181818,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,NA,"B12006Melanoplus packardii",203,365.247147343224
"3219",249,"Melanoplus packardii",42,0,0,0,0,0,42,"2006","B1","resurvey","B1_249_2006",4.3554164264162,0,617.536246554048,634.049142459922,6,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,NA,"B12006Melanoplus packardii",203,365.247147343224
"3220",269,"Melanoplus packardii",30,0,0,0,0,0,30,"2006","B1","resurvey","B1_269_2006",2.08176953957241,0,617.536246554048,665.824948671458,6,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,NA,"B12006Melanoplus packardii",203,365.247147343224
"3222",144,"Melanoplus packardii",0,0,0,0,2,3,5,"2007","B1","resurvey","B1_144_2007",1.02589118185951,1.02589118185951,52.0032603302067,52.0032603302067,1.4,2,"2591","B12007",11.6922010869565,632.522071579283,482.511330481894,171.845339464654,NA,"B12007Melanoplus packardii",214,432.003260330207
"3223",150,"Melanoplus packardii",0,0,0,7,2,0,9,"2007","B1","resurvey","B1_150_2007",0,0,61.4489235876261,61.4489235876261,2.77777777777778,2,"2591","B12007",11.6922010869565,632.522071579283,482.511330481894,171.845339464654,NA,"B12007Melanoplus packardii",214,432.003260330207
"3224",155,"Melanoplus packardii",0,0,1,4,1,2,8,"2007","B1","resurvey","B1_155_2007",3.69033191083229,3.69033191083229,73.1121561912042,73.1121561912042,2.5,2,"2591","B12007",11.6922010869565,632.522071579283,482.511330481894,171.845339464654,NA,"B12007Melanoplus packardii",214,432.003260330207
"3225",162,"Melanoplus packardii",0,0,1,4,1,0,6,"2007","B1","resurvey","B1_162_2007",1.67431043220177,1.67431043220177,89.1933740259808,89.1933740259808,3,2,"2591","B12007",11.6922010869565,632.522071579283,482.511330481894,171.845339464654,NA,"B12007Melanoplus packardii",214,432.003260330207
"3226",169,"Melanoplus packardii",0,0,5,4,0,0,9,"2007","B1","resurvey","B1_169_2007",9.4,9.4,136.307830602783,136.307830602783,3.55555555555556,2,"2591","B12007",11.6922010869565,632.522071579283,482.511330481894,171.845339464654,NA,"B12007Melanoplus packardii",214,432.003260330207
"3227",176,"Melanoplus packardii",0,3,7,5,0,0,15,"2007","B1","resurvey","B1_176_2007",6.8910198172267,6.8910198172267,191.15507471837,191.15507471837,3.86666666666667,2,"2591","B12007",11.6922010869565,632.522071579283,482.511330481894,171.845339464654,NA,"B12007Melanoplus packardii",214,432.003260330207
"3228",183,"Melanoplus packardii",0,1,11,3,1,0,16,"2007","B1","resurvey","B1_183_2007",4.91341003457649,4.91341003457649,243.868928191987,243.868928191987,3.75,2,"2591","B12007",11.6922010869565,632.522071579283,482.511330481894,171.845339464654,NA,"B12007Melanoplus packardii",214,432.003260330207
"3229",190,"Melanoplus packardii",4,8,7,1,0,0,20,"2007","B1","resurvey","B1_190_2007",4.06391469431609,4.06391469431609,284.99257949757,284.99257949757,4.75,2,"2591","B12007",11.6922010869565,632.522071579283,482.511330481894,171.845339464654,NA,"B12007Melanoplus packardii",214,432.003260330207
"3230",197,"Melanoplus packardii",16,11,4,1,0,0,32,"2007","B1","resurvey","B1_197_2007",11.1,11.1,342.668428965749,342.668428965749,5.3125,2,"2591","B12007",11.6922010869565,632.522071579283,482.511330481894,171.845339464654,NA,"B12007Melanoplus packardii",214,432.003260330207
"3231",204,"Melanoplus packardii",12,6,3,0,1,0,22,"2007","B1","resurvey","B1_204_2007",9.47,9.47,406.223428965749,406.223428965749,5.27272727272727,2,"2591","B12007",11.6922010869565,632.522071579283,482.511330481894,171.845339464654,NA,"B12007Melanoplus packardii",214,432.003260330207
"3232",211,"Melanoplus packardii",20,4,2,0,0,0,26,"2007","B1","resurvey","B1_211_2007",5.7180923479159,5.7180923479159,442.432769631806,442.432769631806,5.69230769230769,2,"2591","B12007",11.6922010869565,632.522071579283,482.511330481894,171.845339464654,NA,"B12007Melanoplus packardii",214,432.003260330207
"3233",218,"Melanoplus packardii",17,2,1,0,0,0,20,"2007","B1","resurvey","B1_218_2007",6.61,6.61,480.948070554094,480.948070554094,5.8,2,"2591","B12007",11.6922010869565,632.522071579283,482.511330481894,171.845339464654,NA,"B12007Melanoplus packardii",214,432.003260330207
"3234",227,"Melanoplus packardii",7,0,0,0,0,0,7,"2007","B1","resurvey","B1_227_2007",4.77671261187568,4.77671261187568,543.486440740244,543.486440740244,6,2,"2591","B12007",11.6922010869565,632.522071579283,482.511330481894,171.845339464654,NA,"B12007Melanoplus packardii",214,432.003260330207
"3235",236,"Melanoplus packardii",19,0,0,0,0,0,19,"2007","B1","resurvey","B1_236_2007",5.5654144493752,5.5654144493752,597.474829974591,597.474829974591,6,2,"2591","B12007",11.6922010869565,632.522071579283,482.511330481894,171.845339464654,NA,"B12007Melanoplus packardii",214,432.003260330207
"3236",248,"Melanoplus packardii",20,0,0,0,0,0,20,"2007","B1","resurvey","B1_248_2007",3.20046575530998,0,632.522071579283,654.988834741621,6,2,"2591","B12007",11.6922010869565,632.522071579283,482.511330481894,171.845339464654,NA,"B12007Melanoplus packardii",214,432.003260330207
"3237",274,"Melanoplus packardii",6,0,0,0,0,0,6,"2007","B1","resurvey","B1_274_2007",1.12476384871583,0,632.522071579283,730.126808109807,6,2,"2591","B12007",11.6922010869565,632.522071579283,482.511330481894,171.845339464654,NA,"B12007Melanoplus packardii",214,432.003260330207
"3238",158,"Melanoplus packardii",0,0,0,0,8,1,9,"2008","B1","resurvey","B1_158_2008",2.23190467888725,2.23190467888725,66.9600347404143,66.9600347404143,1.88888888888889,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,NA,"B12008Melanoplus packardii",213,376.960034740414
"3239",162,"Melanoplus packardii",0,0,0,0,12,4,16,"2008","B1","resurvey","B1_162_2008",5.2953380476247,5.2953380476247,74.4844143165297,74.4844143165297,1.75,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,NA,"B12008Melanoplus packardii",213,376.960034740414
"3240",169,"Melanoplus packardii",0,0,1,9,0,0,10,"2008","B1","resurvey","B1_169_2008",5.86880504960971,5.86880504960971,94.6494406393343,94.6494406393343,3.1,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,NA,"B12008Melanoplus packardii",213,376.960034740414
"3241",176,"Melanoplus packardii",0,6,11,26,13,0,56,"2008","B1","resurvey","B1_176_2008",5.50295592490803,5.50295592490803,128.834856608791,128.834856608791,3.17857142857143,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,NA,"B12008Melanoplus packardii",213,376.960034740414
"3242",184,"Melanoplus packardii",0,8,12,4,0,0,24,"2008","B1","resurvey","B1_184_2008",5.59892201501707,5.59892201501707,173.49272260299,173.49272260299,4.16666666666667,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,NA,"B12008Melanoplus packardii",213,376.960034740414
"3243",191,"Melanoplus packardii",0,16,7,3,3,0,29,"2008","B1","resurvey","B1_191_2008",5.75057389952207,5.75057389952207,210.863068367796,210.863068367796,4.24137931034483,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,NA,"B12008Melanoplus packardii",213,376.960034740414
"3244",198,"Melanoplus packardii",13,19,8,3,0,0,43,"2008","B1","resurvey","B1_198_2008",9.95,9.95,269.439555657771,269.439555657771,4.97674418604651,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,NA,"B12008Melanoplus packardii",213,376.960034740414
"3245",207,"Melanoplus packardii",25,7,9,2,0,0,43,"2008","B1","resurvey","B1_207_2008",7.49253359225374,7.49253359225374,346.331418812873,346.331418812873,5.27906976744186,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,NA,"B12008Melanoplus packardii",213,376.960034740414
"3246",213,"Melanoplus packardii",20,5,2,0,0,0,27,"2008","B1","resurvey","B1_213_2008",11.05,11.05,403.007444497184,403.007444497184,5.66666666666667,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,NA,"B12008Melanoplus packardii",213,376.960034740414
"3247",219,"Melanoplus packardii",42,6,0,0,0,0,48,"2008","B1","resurvey","B1_219_2008",6.78740846417861,6.78740846417861,458.727397813922,458.727397813922,5.875,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,NA,"B12008Melanoplus packardii",213,376.960034740414
"3248",225,"Melanoplus packardii",28,5,4,0,0,0,37,"2008","B1","resurvey","B1_225_2008",8.55,8.55,493.405475696457,493.405475696457,5.64864864864865,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,NA,"B12008Melanoplus packardii",213,376.960034740414
"3249",232,"Melanoplus packardii",38,3,1,0,0,0,42,"2008","B1","resurvey","B1_232_2008",6.15646346096744,6.15646346096744,515.73681188283,515.73681188283,5.88095238095238,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,NA,"B12008Melanoplus packardii",213,376.960034740414
"3250",242,"Melanoplus packardii",41,0,0,0,0,0,41,"2008","B1","resurvey","B1_242_2008",7.37089004764745,7.37089004764745,586.677471636255,586.677471636255,6,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,NA,"B12008Melanoplus packardii",213,376.960034740414
"3251",255,"Melanoplus packardii",30,0,0,0,0,0,30,"2008","B1","resurvey","B1_255_2008",0,0,596.627471636255,620.668703773898,6,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,NA,"B12008Melanoplus packardii",213,376.960034740414
"3252",263,"Melanoplus packardii",23,0,0,0,0,0,23,"2008","B1","resurvey","B1_263_2008",2.99651128220454,0,596.627471636255,638.190755881928,6,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,NA,"B12008Melanoplus packardii",213,376.960034740414
"3253",289,"Melanoplus packardii",4,0,0,0,0,0,4,"2008","B1","resurvey","B1_289_2008",0.635439370422831,0,596.627471636255,718.677109388198,6,2,"2591","B12008",10.0301630434783,596.627471636255,443.326397083935,184.048351471126,NA,"B12008Melanoplus packardii",213,376.960034740414
"3254",126,"Melanoplus packardii",0,0,0,0,0,5,5,"2009","B1","resurvey","B1_126_2009",2.04321750763721,2.04321750763721,16.1466259985513,16.1466259985513,1,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,NA,"B12009Melanoplus packardii",221,326.146625998551
"3255",132,"Melanoplus packardii",0,0,0,0,3,6,9,"2009","B1","resurvey","B1_132_2009",2.40839449842605,2.40839449842605,24.2603262227824,24.2603262227824,1.33333333333333,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,NA,"B12009Melanoplus packardii",221,326.146625998551
"3256",140,"Melanoplus packardii",0,0,0,1,4,4,9,"2009","B1","resurvey","B1_140_2009",4.38220771986431,4.38220771986431,46.7849241650867,46.7849241650867,1.66666666666667,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,NA,"B12009Melanoplus packardii",221,326.146625998551
"3257",149,"Melanoplus packardii",0,0,0,3,15,15,33,"2009","B1","resurvey","B1_149_2009",2.72934925157668,2.72934925157668,57.1275119731704,57.1275119731704,1.63636363636364,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,NA,"B12009Melanoplus packardii",221,326.146625998551
"3258",157,"Melanoplus packardii",0,0,0,10,9,8,27,"2009","B1","resurvey","B1_157_2009",2.62650154445022,2.62650154445022,71.3706080416829,71.3706080416829,2.07407407407407,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,NA,"B12009Melanoplus packardii",221,326.146625998551
"3259",164,"Melanoplus packardii",0,0,0,21,23,10,54,"2009","B1","resurvey","B1_164_2009",1.88498168906588,1.88498168906588,79.3864477809317,79.3864477809317,2.2037037037037,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,NA,"B12009Melanoplus packardii",221,326.146625998551
"3260",175,"Melanoplus packardii",0,0,28,41,22,12,103,"2009","B1","resurvey","B1_175_2009",5.39730272513219,5.39730272513219,115.176338927709,115.176338927709,2.8252427184466,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,NA,"B12009Melanoplus packardii",221,326.146625998551
"3261",181,"Melanoplus packardii",0,2,23,15,6,1,47,"2009","B1","resurvey","B1_181_2009",5.33013562980047,5.33013562980047,145.244292205387,145.244292205387,3.40425531914894,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,NA,"B12009Melanoplus packardii",221,326.146625998551
"3262",190,"Melanoplus packardii",0,7,19,14,8,0,48,"2009","B1","resurvey","B1_190_2009",6.2167734905205,6.2167734905205,189.323110486387,189.323110486387,3.52083333333333,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,NA,"B12009Melanoplus packardii",221,326.146625998551
"3263",196,"Melanoplus packardii",4,21,16,7,4,0,52,"2009","B1","resurvey","B1_196_2009",5.98296334652944,5.98296334652944,225.891185106888,225.891185106888,4.26923076923077,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,NA,"B12009Melanoplus packardii",221,326.146625998551
"3264",204,"Melanoplus packardii",20,17,11,2,0,0,50,"2009","B1","resurvey","B1_204_2009",5.91455744513099,5.91455744513099,270.008354843333,270.008354843333,5.1,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,NA,"B12009Melanoplus packardii",221,326.146625998551
"3265",213,"Melanoplus packardii",18,7,6,2,0,0,33,"2009","B1","resurvey","B1_213_2009",3.86266328837537,3.86266328837537,299.841316743238,299.841316743238,5.24242424242424,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,NA,"B12009Melanoplus packardii",221,326.146625998551
"3266",220,"Melanoplus packardii",23,10,1,0,0,0,34,"2009","B1","resurvey","B1_220_2009",5.07443003645626,5.07443003645626,343.346125048256,343.346125048256,5.64705882352941,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,NA,"B12009Melanoplus packardii",221,326.146625998551
"3267",228,"Melanoplus packardii",26,5,3,0,0,0,34,"2009","B1","resurvey","B1_228_2009",3.05322779041171,3.05322779041171,382.16607450914,382.16607450914,5.67647058823529,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,NA,"B12009Melanoplus packardii",221,326.146625998551
"3268",238,"Melanoplus packardii",6,0,0,0,0,0,6,"2009","B1","resurvey","B1_238_2009",3.6979739975953,3.6979739975953,429.778933202746,429.778933202746,6,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,NA,"B12009Melanoplus packardii",221,326.146625998551
"3269",258,"Melanoplus packardii",6,0,0,0,0,0,6,"2009","B1","resurvey","B1_258_2009",3.38462878893698,0,450.717095208585,510.030536980221,6,2,"2591","B12009",10.2211130069103,450.717095208585,333.80029008503,119.514388106097,NA,"B12009Melanoplus packardii",221,326.146625998551
"3271",155,"Melanoplus packardii",0,0,0,0,4,10,14,"2010","B1","resurvey","B1_155_2010",4.37239790764328,4.37239790764328,33.2307188676454,33.2307188676454,1.28571428571429,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,NA,"B12010Melanoplus packardii",230,403.230718867645
"3272",161,"Melanoplus packardii",0,0,0,3,5,9,17,"2010","B1","resurvey","B1_161_2010",0.625997731959857,0.625997731959857,61.3713188789881,61.3713188789881,1.64705882352941,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,NA,"B12010Melanoplus packardii",230,403.230718867645
"3273",169,"Melanoplus packardii",0,0,0,6,8,5,19,"2010","B1","resurvey","B1_169_2010",4.10009851381827,4.10009851381827,75.76113262867,75.76113262867,2.05263157894737,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,NA,"B12010Melanoplus packardii",230,403.230718867645
"3274",177,"Melanoplus packardii",0,0,6,37,12,7,62,"2010","B1","resurvey","B1_177_2010",7.026154785,7.026154785,107.903339425894,107.903339425894,2.67741935483871,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,NA,"B12010Melanoplus packardii",230,403.230718867645
"3275",182,"Melanoplus packardii",0,0,11,9,4,0,24,"2010","B1","resurvey","B1_182_2010",7.16332467,7.16332467,134.668388180846,134.668388180846,3.29166666666667,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,NA,"B12010Melanoplus packardii",230,403.230718867645
"3276",191,"Melanoplus packardii",0,2,15,19,3,0,39,"2010","B1","resurvey","B1_191_2010",3.42225839230816,3.42225839230816,164.821097157889,164.821097157889,3.41025641025641,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,NA,"B12010Melanoplus packardii",230,403.230718867645
"3277",196,"Melanoplus packardii",0,7,15,10,0,0,32,"2010","B1","resurvey","B1_196_2010",7.74551985,7.74551985,200.382330267611,200.382330267611,3.90625,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,NA,"B12010Melanoplus packardii",230,403.230718867645
"3278",202,"Melanoplus packardii",0,16,21,17,4,0,58,"2010","B1","resurvey","B1_202_2010",6.3860889,6.3860889,247.593288602611,247.593288602611,3.8448275862069,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,NA,"B12010Melanoplus packardii",230,403.230718867645
"3279",209,"Melanoplus packardii",3,19,15,11,0,0,48,"2010","B1","resurvey","B1_209_2010",8.59989714,8.59989714,299.208583277611,299.208583277611,4.29166666666667,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,NA,"B12010Melanoplus packardii",230,403.230718867645
"3280",217,"Melanoplus packardii",20,18,6,4,0,0,48,"2010","B1","resurvey","B1_217_2010",4.23901668149847,4.23901668149847,348.45842613411,348.45842613411,5.125,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,NA,"B12010Melanoplus packardii",230,403.230718867645
"3281",226,"Melanoplus packardii",40,25,4,0,0,0,69,"2010","B1","resurvey","B1_226_2010",4.23754533280367,4.23754533280367,403.01967970597,403.01967970597,5.52173913043478,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,NA,"B12010Melanoplus packardii",230,403.230718867645
"3282",241,"Melanoplus packardii",70,4,0,0,0,0,74,"2010","B1","resurvey","B1_241_2010",6.893391295,6.893391295,483.785123000803,483.785123000803,5.94594594594595,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,NA,"B12010Melanoplus packardii",230,403.230718867645
"3284",168,"Melanoplus packardii",0,0,0,1,3,4,8,"2011","B1","resurvey","B1_168_2011",3.63877372230055,3.63877372230055,93.5556311780839,93.5556311780839,1.625,2,"2591","B12011",10.970625,545.380601427286,399.803176665022,133.44291658597,NA,"B12011Melanoplus packardii",218,353.555631178084
"3285",175,"Melanoplus packardii",0,0,0,6,9,11,26,"2011","B1","resurvey","B1_175_2011",5.33830220952634,5.33830220952634,116.815552810233,116.815552810233,1.80769230769231,2,"2591","B12011",10.970625,545.380601427286,399.803176665022,133.44291658597,NA,"B12011Melanoplus packardii",218,353.555631178084
"3286",182,"Melanoplus packardii",0,0,2,6,10,3,21,"2011","B1","resurvey","B1_182_2011",5.22460524556344,5.22460524556344,158.772892082634,158.772892082634,2.33333333333333,2,"2591","B12011",10.970625,545.380601427286,399.803176665022,133.44291658597,NA,"B12011Melanoplus packardii",218,353.555631178084
"3287",188,"Melanoplus packardii",0,1,6,13,1,0,21,"2011","B1","resurvey","B1_188_2011",5.16030271717786,5.16030271717786,194.641602888801,194.641602888801,3.33333333333333,2,"2591","B12011",10.970625,545.380601427286,399.803176665022,133.44291658597,NA,"B12011Melanoplus packardii",218,353.555631178084
"3288",196,"Melanoplus packardii",0,5,13,7,0,0,25,"2011","B1","resurvey","B1_196_2011",5.43798916501598,5.43798916501598,234.048498495837,234.048498495837,3.92,2,"2591","B12011",10.970625,545.380601427286,399.803176665022,133.44291658597,NA,"B12011Melanoplus packardii",218,353.555631178084
"3289",202,"Melanoplus packardii",0,16,7,7,1,0,31,"2011","B1","resurvey","B1_202_2011",5.80788477377767,5.80788477377767,270.116436423096,270.116436423096,4.2258064516129,2,"2591","B12011",10.970625,545.380601427286,399.803176665022,133.44291658597,NA,"B12011Melanoplus packardii",218,353.555631178084
"3290",209,"Melanoplus packardii",5,18,13,1,0,0,37,"2011","B1","resurvey","B1_209_2011",4.59359864452372,4.59359864452372,314.438747762441,314.438747762441,4.72972972972973,2,"2591","B12011",10.970625,545.380601427286,399.803176665022,133.44291658597,NA,"B12011Melanoplus packardii",218,353.555631178084
"3291",216,"Melanoplus packardii",33,8,1,0,0,0,42,"2011","B1","resurvey","B1_216_2011",5.10301962514646,5.10301962514646,358.804342574468,358.804342574468,5.76190476190476,2,"2591","B12011",10.970625,545.380601427286,399.803176665022,133.44291658597,NA,"B12011Melanoplus packardii",218,353.555631178084
"3292",225,"Melanoplus packardii",36,5,0,0,0,0,41,"2011","B1","resurvey","B1_225_2011",5.40472338325215,5.40472338325215,417.428159493906,417.428159493906,5.8780487804878,2,"2591","B12011",10.970625,545.380601427286,399.803176665022,133.44291658597,NA,"B12011Melanoplus packardii",218,353.555631178084
"3293",230,"Melanoplus packardii",44,3,0,0,0,0,47,"2011","B1","resurvey","B1_230_2011",7.37267688040314,7.37267688040314,449.633347534439,449.633347534439,5.93617021276596,2,"2591","B12011",10.970625,545.380601427286,399.803176665022,133.44291658597,NA,"B12011Melanoplus packardii",218,353.555631178084
"3294",238,"Melanoplus packardii",21,0,0,0,0,0,21,"2011","B1","resurvey","B1_238_2011",8.21,8.21,510.834356729246,510.834356729246,6,2,"2591","B12011",10.970625,545.380601427286,399.803176665022,133.44291658597,NA,"B12011Melanoplus packardii",218,353.555631178084
"3295",244,"Melanoplus packardii",31,0,0,0,0,0,31,"2011","B1","resurvey","B1_244_2011",9.605,0,545.380601427286,554.985601427286,6,2,"2591","B12011",10.970625,545.380601427286,399.803176665022,133.44291658597,NA,"B12011Melanoplus packardii",218,353.555631178084
"3296",136,"Melanoplus packardii",0,0,0,2,10,4,16,"2012","B1","resurvey","B1_136_2012",1.93826845152106,1.93826845152106,71.0096267917742,71.0096267917742,1.875,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
"3297",143,"Melanoplus packardii",0,0,2,17,8,4,31,"2012","B1","resurvey","B1_143_2012",5.05827887345893,5.05827887345893,90.2291502942238,90.2291502942238,2.54838709677419,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
"3298",151,"Melanoplus packardii",0,0,4,9,7,9,29,"2012","B1","resurvey","B1_151_2012",3.58540846988488,3.58540846988488,107.459678394275,107.459678394275,2.27586206896552,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
"3299",157,"Melanoplus packardii",0,0,19,5,3,1,28,"2012","B1","resurvey","B1_157_2012",5.10195941188122,5.10195941188122,132.138230781654,132.138230781654,3.5,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
"3300",163,"Melanoplus packardii",0,4,18,14,2,2,40,"2012","B1","resurvey","B1_163_2012",3.26272610813272,3.26272610813272,163.5811726822,163.5811726822,3.5,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
"3301",171,"Melanoplus packardii",3,18,18,12,1,0,52,"2012","B1","resurvey","B1_171_2012",9.888908765,9.888908765,212.548478189013,212.548478189013,4.19230769230769,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
"3302",179,"Melanoplus packardii",4,7,4,3,0,0,18,"2012","B1","resurvey","B1_179_2012",9.360321705,9.360321705,274.939388861932,274.939388861932,4.66666666666667,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
"3303",184,"Melanoplus packardii",14,7,9,5,0,0,35,"2012","B1","resurvey","B1_184_2012",7.50354182724564,7.50354182724564,314.281442708158,314.281442708158,4.85714285714286,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
"3304",190,"Melanoplus packardii",29,18,9,1,0,0,57,"2012","B1","resurvey","B1_190_2012",2.34382820350721,2.34382820350721,350.294308667404,350.294308667404,5.31578947368421,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
"3305",197,"Melanoplus packardii",33,9,1,1,0,0,44,"2012","B1","resurvey","B1_197_2012",6.17925750991939,6.17925750991939,386.489340616421,386.489340616421,5.68181818181818,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
"3306",207,"Melanoplus packardii",23,0,0,0,0,0,23,"2012","B1","resurvey","B1_207_2012",5.75162226557079,5.75162226557079,452.830879711399,452.830879711399,6,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
"3307",211,"Melanoplus packardii",18,0,0,0,0,0,18,"2012","B1","resurvey","B1_211_2012",6.9988555,6.9988555,476.396329480797,476.396329480797,6,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
"3308",218,"Melanoplus packardii",17,0,0,0,0,0,17,"2012","B1","resurvey","B1_218_2012",6.72570398591706,6.72570398591706,523.103707269787,523.103707269787,6,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
